Title	Lyrics	Label	Positivity	Formality	Uniqueness
call me a dog	you call me a dog well that's fair enough, cause it ain't no use to pretend, you're wrong, when you call me out i can't hide anymore, i have no disguise you can't see through, well you say it's bad luck, to have fallen for me, well what can i do to make it good for you, you wore me out like an old winter coat, trying to be safe from the cold, but when it's my time to throw, the next stone, i'll call you beautiful if i call at all, you tell me i'm low 'cause i've slept on the floor, and out in the woods with the badgers and wolves, you threw me out 'cause i went digging for gold, and i came home with a handful of coal, but when it's my time to throw the next stone, i'll call you beautiful if i call at all, and when it's time to call your bluff, i'll call you beautiful or leave it alone, you call me a dog, well that's fair enough, it doesn't bother me as long as you know, bad luck will follow you, if you keep me on a leash and, you drag me along	have no disguise	-0.7790143713355064	0.1686160266399383	0.4864189922809601
to the country	let's leave the city, and head to the country, and find us some rural shade, we'll rock a porch swing, till late in the evening, and drink all your lemonade, and i'll build you a house, or i'll find someone who knows how, and i love you, simple and steady, we can make children, they'll be bold and pretty, they'll be bold and pretty, all these tired streets they all whisper the same thing, boy get the hell out of here, we could chain the pavement, for a pasture to graze on, i'd love a new frontier, well i'll build you a house, or i'll find someone who knows how, and i love you, simple and steady, we can make babies, they'll be bold and pretty, they'll be bold and pretty, i love you silly, you're so bold and pretty	leave the city	0.8652474731206894	-0.4837846755981445	0.2522059679031372
school days	returned to see my old neighborhood, a dusty field where my school once stood, a quiet street with no drag-racing cars, a melody with no screaming guitars. i couldn't find that ol' sycamore tree, where my baby wrote that she loved me, they chopped it down, and everything that wasn't good, and nothing's left of my neighborhood. school days! school days! oo-oooh oo-oooh!, school days! school days! oo-oooh oo-oooh!, oooooooh-ooooooh.oh oh oh!, round the corner was the soda shack, and just a quarter bought an after school snack. we'd hang out close to the neon light, we'd eat at joe's every saturday night. all our heroes on the radio, all the nights out at the drive-in show. somehow we lost a piece of paradise, growing up is not our own device. school days! school days! oo-oooh oo-oooh!, school days! school days! oo-oooh oo-oooh!, we were the leaders of the pack, we'd stick together never holding back.	round the corner	-0.5280775278806686	-0.0836263000965118	0.0629002749919891
chilled to d'bone	shame, shame, shame, on you baby, turn around and see what you have done, you've taken my time, drug it down the line, don't be so sure now that you've won, oh, you teased me, sometimes you pleased me, but now i'm gone, gone, gone. took me, shook me, see what you've found, i'm not gonna take no more foolin' around, rolled me, sold me, left me alone, i'm here to tell you, i'm cold baby, i'm cold baby, i'm chilled to d'bone. pain, pain,pain me baby, well it's just like cold steel, through my heart, whoa, you took your time, to twist it, now i find, never knew love could be so sharp, oh, you teased me, sometimes you pleased me, but now i'm gone, gone, gone. took me, shook me, see what you've found, i'm not gonna take no more messin' around, rolled me, sold me, left me alone, i'm here to tell you, i'm cold baby, i'm cold baby, gettin' colder all the time, cold baby, i'm cold baby, i'm chilled to d'bone. why are you doin' me wrong i want to know, why is your vengence so strong?, you turned your back on me so many times, how could you think i could be so blind?, took me, shook me, see what you've found, i'm not gonna take all this foolin around, rolled me, sold me, left me alone, i'm here to tell you, i'm cold baby, i'm cold baby, i'm chilled to d'bone. well i'm cold baby, yeah i'm gettin' chilly, ah, chilly, chilly to the bone	taken my time	-0.9615992289036512	0.0678940117359161	0.1504619121551513
cold war transmissions	side by side we face each other, standing here alone together, your code i'll break, you made your last mistake, called out cold war, remnants now on the floor, this is russian radio here, calling you to come back home, this is russian radio here, run while you still, you still can, different sides we take our stance, this could be our last goodbye forever, your spies come clean, they told me everything, your moves i make, penance the fire drake, this is russian radio here, calling you to come back home, this is russian radio here, run while you still, you still can, and if this is our last goodbye, let me kiss your lips of red tonight, and walk the other way, run away, run away, this is our last, this is our last goodbye, go, go, go!, this is russian radio here, calling you to come back home, this is russian radio here, run while you still, you still can, run while you still, you still can	take our stance	-0.4386534690856933	0.1283729672431945	0.6147798001766205
the end	i, i really wanna get out of this place, i, i really gotta get out of this place, oh, i wanna pick up and go, but it's out of my hands baby, i, i got to much time on my hands, i, i got to much time for big plans, oh, too much is never enough, 'cause i'm out of my head, i'm out of my head, nothing's gonna give until i find another way, i'm just gonna stay at home until i live to fight another day, i, i wanna get to work but i can't, i, i wanna get berserk but i can't, yeah, i wanna step out of line, get out of my way!, get out of my way!, my way!, nothing's gonna give until i find another way, i'm just gonna stay at home until i live to fight another shhhhh, i, i wanna raise the stakes but i can't, i, i wanna make mistakes that i can't, just give me something, something i can use, just give me something, something that i can abuse, i ain't got no time to waste i got no time to spend, time is wasting me at least i made it to the end, yeah!	got no time	-0.887952420860529	-0.1073899865150451	0.4342972338199615
that shows you what i know	the last thing i needed was you, you and your stubborn mind, and your different point of view, you and your ways of doing, things i don't even do, the last thing i needed was you, the last thing i wanted to find, was someone to come, along and make me change my mind, you turned my whole world, into something new, the last thing i wanted was you, but that shows you what i know, about the way my heart goes, i thought our love would never grow, well that shows you what i know, the things in life that can't be explained, either bring you joy or they bring you pain, i was sure that you and i, would never make it through, the last one i thought i'd love was you, all i ever needed was you	doing, things	-0.7317827939987183	-0.1094489395618438	0.69175586104393
player not the game	, start playin', we gon' talk about these playas, we gon' also talk about this game, heh, this game, is somethin' everybody wants to know about, but who's the victim?, is it the playa?, the one bein' played?, or simply this game?, early in the morning, he waits by her door, but she's not there, 'cause she don't care, someone else she adores, and it's a quarter after midnight, the girl's by her phone, but he won't call, and the tears fall, so she sleeps all alone, the feeling is gone, still we keep holding on, get to the back of the line, love will call you in time, on the kaleidascope of love, people go 'round and 'round in circles, falling in love and feeling pain, but it's the playa, not the game, see the parade of smiling faces, no masquerade can fade the shame, too many tracks to hide the traces, but it's the playa, not the game, it's not the game, i keep all my feelings in a dark and deep place, never go there, 'cause it's so rare true love shows it's face, i stare out my window, when i can't sleep at night, many voices, many choices, but i know when it's right, the feeling is wrong, still we keep holding on, fall to the back of the line, love will call you in time, blame it on the playa, not the game, blame it on the playa, not the game, blame it on the playa, not the game, blame it on the playa, not the game, oh, oh, oh,	gon' talk	-0.861516460776329	-0.2229271531105041	0.1476513743400573
i wish	i wish, i wish, i wish she'd break your heart, like you did to me, i hope you're unhappy, and i hope, i hope, i hope she gives you a disease, so that you will see, but not enough to make you die, but only make you cry, like you did me, i pray, i pray, i pray your new baby is a boy, please don't have a girl, cause you'll give that woman the world, and i hope, i hope, i hope she spends all of your money, hope she makes you pay, but not enough that you can't survive, but only make you cry, like you did me, oh baby, oh oh baby i can hardly wait to see your face, oh baby, oh oh baby heartbreak is gonna be the case, i hope she creeps on you with somebody who's 22, i swear to god i'm gonna be laughing at you, every day, i wish, i wish, i wish she'd break your heart, like you did to me, i hope you're unhappy, and i pray, i pray, i pray she brings you to your knees, so you'll come back to me, i really don't want to see you die, but only make you cry, like you did me	break your heart	-0.8230077177286148	-0.008415400981903	0.3955566883087158
24's	, you can find me on 24's, blowin on a pound of dro, getting gone in the wind, sitting behind tint, getting bent, you can't see me, but you smell the smoke, oh yeah, now what you know bout the h town, clutch city the throwdest, with them big body slab swangers on the grind, and you know this, got them buttons and bumper kits, them buckles and belts, with pop trunk, shiny grill, keeping it trill with ourself, we break left and lack turn to the right, and bust his glock off - what, and if one time roll up, we ain't fittin turn this knock off, i'm a crank this surround up, and show him my thang, and if we need us another corner to slang, it ain't a thang, we got that 3rd ward, that yellowstone, 5th ward and the acres, dirty dub back to the southside we fulla bar breakers, so anywhere you wanna take us, guarantee you can show him up, i'm a crank him like a seal on a pt and pour him up, paul wall the og ron c to slow him up, so if ya'll reppin some down ass hoods player than throw 'em up, keep the trillness in front of me and them haters behind me, so magic if you're lookin bum b this how you gone find me.my nigga, how, i'm on the 10 goin' west and i'm heading straight to the h, from louisiana got money to make, they got some bitches i didn't cut, some clubs i didn't crash, some bars i haven't run up the tab on a nigga ass, neglecting my nuts i work too much, fuck gettin tipsy tryin to get fucked up, i need some rup to sip, so i can lean in my cut dogg, eyes focused on pussy, run some g on a damn broad, i'm with bun and mike gizzle, sippin and dippin til atleast 7 in the morn, my 24's i call them the hoe catchers, catch the type of hoes that wouldn't usually sweat ya, bet cha i do it bigger than ya'll, 40 gals on call to entertain my dogs, just bring me some good and a big fat goo, so i can puff and blow smoke on a hater like you, makin money is all i know, 24's is all i roll, killa dro that's all i blow, in the lime light i shine and glow, mr magic and bun b wanna live lavish then come with me, as i flip the script in my humvee, grindin for my currency, 281-330-8004 hit mike jones up on the low, cuz mike jones about to blow, i'm in a lex, black on black ballin', 24's and up when i'm crawlin, grind daily to keep from fallin, got hot now majors callin, i'm mike jones, puttin down for swisher house, princess cuts all in my mouth, representin that dirty south, stay on the grind from 9 to 9, hope and pray one day i'll shine, body head, swisher house and middle fingers we on the, grind, i'm in a benz on lorenz 24's in the wind, my daily routine is pimpin pens, i'm mike jones, who, mike jones, who, mike jones, swisher house and body head baby, listen partner, you're to wet behind the ears, and you're to dry on the nose, know what i'm talking about, what you need to do is help yourself up in the slab, catch a corner with a trill player like myself, i'm a flip you through h town, know what i'm sayin, i'm a keep it real with you, i'm a pour ya skee taste, know what i'm sayin, i'm a twist you up a swisher you know what i'm sayin, go on and hit the north side, south side, south west, i got them body head boys with me baby, it don't get no triller than this here, no what i'm talking about	sitting behind tint	0.2590644061565399	0.0467504262924194	-0.0600230991840362
communication breakdown	hey, girl, stop what you're doin!, hey, girl, you'll drive me to ruin. i don't know what it is that i like about you, but i like it a lot. wont let me hold you, let me feel your lovin charms. communication breakdown, its always the same, i'm having a nervous breakdown, drive me insane!, hey, girl, i got something i think you ought to know. hey, babe, i wanna tell you that i love you so. i wanna hold you in my arms, yeah!, i'm never gonna let you go, cause i like your charms. i want you to love me all night. i want you to love me all night, i want you to love me, i want you to love.yeah! i want you to love!	feel your lovin	0.4971566498279571	0.0151356756687164	-0.3777193427085876
dream small	it's a momma singing songs about the lord, it's a daddy spending family time the world says he cannot afford, these simple moments change the world, it's a pastor at a tiny little church, forty years of loving on the broken and the hurt, these simple moments change the world, dream small, don't buy the lie you've gotta do it all, just let jesus use you where you are, one day at a time, live well, loving god and others as yourself, find little ways where only you can help, with his great love, a tiny rock can make a giant fall, dream small, it's visiting the widow down the street, or dancing on a friday with your friend with special needs, these simple moments change the world, of course, there's nothing wrong with bigger dreams, just don't miss the minutes on your way to bigger things, no, 'cause these simple moments change the world, so dream small, don't buy the lie you've gotta do it all, just let jesus use you where you are, one day at a time, live well, loving god and others as yourself, find little ways where only you can help, with his great love, a tiny rock can make a giant fall, so dream small, keep loving, keep serving, keep listening, keep learning, keep praying, keep hoping, keep seeking, keep searching, add up the small things and watch them grow bigger, the god who does all things makes oceans. from rivers, so dream small, don't buy the lie you've gotta do it all, just let jesus use you where you are, one day at a time, live well, loving god and others as yourself, find little ways where only you can help, with his great love, a tiny rock can make a giant fall, yeah, five loaves and two fish can feed them all, so dream small, dream small	change the world	0.8833489082753658	-0.3311450779438019	0.4918958246707916
man overboard	making my way out of this town tonight, i'm gonna shine brighter than these city lights, there's a spark in my eye that could light up the sky, but my tongue is tied so this could take some time, gotta make a name, gotta get outta town, i've got my heart on my sleeve and my head in the clouds, there's one way to get up, if nothing's bringing me down, i only hope to see your face when i come back around, please don't say goodbye, cause i'll be gone in the blink of an eye, i can't stop now, i'm only halfway, there's so much more, i'll make it someday, and i won't fall asleep, until i make this dream into reality, the best things in life will take some time, and i won't let this moment pass me by, this is a two way trip and i, got a ticket for a one way ride, there's no expiration, exchange or destination, i've gotta go, i'm not losing hope, i'd risk it all yeah just to know, what it feels like to miss home, you'll be alright, you'll be just fine, you'll be alright, it takes some time, my heads above the water, and i'm afraid to drown, not because i'm scared to die, but fear i'll let you down, someday we'll become strangers, someday we'll turn to dust, i'll wait around a thousand years and hope that it's enough, and we'll all drift on	making my way	-0.3500019013881683	-0.0452010333538055	0.5741506367921829
waiting for a million years	when will there be forgiveness, are there enough reasons, i do believe it's possible, we can find peace between us, in the real world all the numbers have no names, real world - notice how the faces change, i've been waiting for a million years, all the promises and all the tears, patiently waiting as the days go by, still looking for the truth but finding lies, what will bring light to our eyes, when will we hear the laughter, can we build hope on promises, here on the edge of after, i've been waiting, still waiting, i've been waiting, still waiting, i've been waiting, still waiting, i've been waiting for a million years	have no names	-0.5962098985910416	-0.1877889335155487	0.3210506439208984
la la	you can dress me up in diamonds, you can dress me up in dirt, you can throw me like a line-man, i like it better when it hurts, oh, i have waited here for you, i have waited, you make me wanna la la, in the kitchen on the floor, i'll be a french maid, where i'll meet you at the door, i'm like an alley cat, drink the milk up, i want more, you make me wanna, you make me wanna scream, you can meet me on an aero-plane, or in the back of the bus, you can throw me like a boomerang, i'll come back and beat you up, oh, i have waited here for you, dont, keep me waiting, you make me wanna la la, in the kitchen on the floor, i'll be a french maid, where i'll meet you at the door, i'm like an alley cat, drink the milk up, i want more, you make me wanna, you make me wanna la la, in the kitchen on the floor, i'll be a french maid, where i'll meet you at the door, i'm like an alley cat, drink the milk up, i want more, you make me wanna, you make me wanna scream, i feel safe with you, i can be myself tonight, it's alright, with you, cuz you hold, my secrets tight, you do, you do, you make me wanna la la, la la la, la la, la la la la la la la la la, you make me wanna la la, la la la, you make me wanna la la, in the kitchen on the floor, i'll be a french maid, when i'll meet you at the door, i'm like an alley cat, drink the milk up, i want more, you make me wanna, you make me wanna la la, in the kitchen on the floor, i'll be a french maid, where i'll meet you at the door, i'm like an alley cat, drink the milk up, i want more, you make me wanna, you make me wanna scream, you make me wanna la la, la la la, la la, la la la la la la la la la, you make me wanna la la, la la la la, you make me wanna la la, la la la, la la, la la la la la la la la la, you make me wanna la la, la la la la, you make me wanna la la, la la la, la la, la la la la la la la la la, you make me wanna la la, la la la la	drink the milk	-0.1589651405811309	-0.3432226479053497	0.1843683719635009
battlelines	and now i stand, forsaking pride, the time has come to turn the tide, i've drawn the line, i've built my wall, and i won't let one more dream fall, all days of innocence, i surrendered long ago, where's the wind that takes me higher, the hand that offers peace, the heart that still gives shelter, i wanna go back to find, the innocent days that i left behind, i still believe they're holding ground, behind the battle lines, if it takes a million miles over land and sea, gonna swim in the rivers of purity, i know they still run free, behind the battle lines, one more mountain i must climb, i've scaled so many in my time, and if the sun goes down on me, the light of truth will help me see, all days of innocence, i surrendered long ago, where's the voice that speaks of mercy, the eyes that are not blind, the love that's never ending, i wanna go back to find, the innocent days that i left behind, i still believe they're holding ground, behind the battle lines, if it takes a million miles over land and sea, gonna swim in the rivers of purity, i know they still run free, a vision of eternity, oh, lord! never take the dream from me, here i am, standing at the edge of destiny, i wanna go back to find, the innocent days that i left behind, i still believe they're holding ground, behind the battle lines, if it takes a million miles over land and sea, gonna swim in the rivers of purity, i know they still run free. behind the battle lines	turn the tide	0.1627014577388763	0.0103594660758972	0.3144478499889374
the joy circuit	send in the guards, we are all new faces, i'm so sorry, but my reasons are wrong, my reasons are wrong, we are on joy circuit, the image fix, rewind, cry, well it's somewhere to go, well it's somewhere to go, tell me of your pain, love it, love it, show me the new way, love it, love it, it's so unusual, but all i find is a reason to die, a reason to die		-0.8551300838589668	-0.4678179323673248	0.9880342222750188
smiles and laughter	can you feel the glow?, can you see it smile?, smell the warm air now, breathe it in in volumes, we're watching you, this time will come, let's enjoy some voice and sound, enjoy as light relief, but look what comes tomorrow, what comes tomorrow, do we know?, what comes tomorrow, can you feel the glow?, feel the sun, the sun unfold, we can move a mountain, some will break and fall, come on, take us to them, we will fight them all, feel the glow, can you feel it?, smiles and laughter	feel the glow	0.9459625259041786	-0.2292555272579193	0.1263055503368377
birds	she was waiting at the station, he was getting off the train, he didn't have a ticket, so he had to bum through the barriers again, well the ticket inspector saw him rushing through, he said girl you don't know how much i missed you but	have a ticket	-0.6356460005044937	-0.5947272330522537	0.7636179104447365
robot	i am a robot, living like a robot, talk like a robot, in the habititting way, look up to the sky, you can trample ove me, do anything you do, now the ground has gone, i am a robot, living like a robot, talk like a robot, in the habititting way, in the future we all die, machines will last forever, metal things just turn to rust, when you're a robot, i am a robot, living like a robot, talk like a robot, in the habititting way, the best thing is our life span, we last nigh on hundred years, if that mean's we'll be together i don't mind, i have no mind, i have no mind, im programmed to follow you, do exactly as you do, now my nervous system's blue, i feel fine, i am a robot, living like a robot, talk like a robot, in the habititting way, the best thing is our life span, we last nigh on hundred years, if that mean's we'll be together i dont mind, the best things last a life time, when you age i will not change, i think i'll be around forever if you dont mind, i have no mind, why don't, i have no mind, why don't, i have no mind, why don't, i have no mind, why don't	have no mind	0.3434742391109466	-0.4333939552307129	0.6993683874607086
the gift of love	diliges proximum tuum tamquam te ipsum, ], love to give, to give is love, and love the gift, the gift of love, no belief, without the love, believe in love, the belief of love, none of you truly believes until you love for your neighbour what you love for yourself, none of you truly believes until you love for your neighbour what you love for yourself, love to give, to give is love, and love the gift, the gift of love, no belief, without the love, believe in love, the belief of love, none of you truly believes until you love for your neighbour what you love for yourself, none of you truly believes until you love for your neighbour what you love for yourself, love to give, the gift of love, give the other, all your love, what a relief, to give my love, i am now you, and you are my love, what a relief, to give my love, i am now you, and you are my love, love to give, the gift of love, give the other, all your love, what a relief, to give my love, i am now you, and you are my love	give my love	0.6811492443084717	0.6315845996141434	0.5605241507291794
